filename,width,height,class,xmin,ymin,xmax,ymax
crop001019_jpg.rf.45f260753cd02554cbaa7ab0087acbbf.jpg,644,976,person,154,167,511,947
crop001019_jpg.rf.45f260753cd02554cbaa7ab0087acbbf.jpg,644,976,non-person,280,718,420,976
crop001148_jpg.rf.46c6eb1cf61f639b23458660f66474c3.jpg,343,304,person,161,74,216,199
crop001148_jpg.rf.46c6eb1cf61f639b23458660f66474c3.jpg,343,304,non-person,16,19,59,205
crop001006_jpg.rf.46b3186c8e1980f838512612e5b57451.jpg,970,976,person,373,113,615,700
crop001006_jpg.rf.46b3186c8e1980f838512612e5b57451.jpg,970,976,person,551,87,735,687
crop001006_jpg.rf.46b3186c8e1980f838512612e5b57451.jpg,970,976,non-person,652,739,949,945
crop001006_jpg.rf.46b3186c8e1980f838512612e5b57451.jpg,970,976,non-person,668,391,943,714
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,363,348,440,574
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,350,199,410,370
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,163,179,318,595
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,281,219,331,360
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,313,204,355,306
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,person,435,217,468,306
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,86,18,238,165
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,404,15,527,186
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,267,31,358,142
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,58,490,139,560
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,144,434,180,486
crop001079_jpg.rf.46b5bd944e53fc5d5fc4453299e64ca3.jpg,527,778,non-person,468,342,527,592
person_298_jpg.rf.492879a0efbb032b3dc278083b6b7cc8.jpg,640,480,person,248,154,332,425
person_298_jpg.rf.492879a0efbb032b3dc278083b6b7cc8.jpg,640,480,person,340,223,409,398
crop001052_jpg.rf.490d2004fb5ec75b931355416b5e905b.jpg,419,516,person,164,170,245,361
crop001052_jpg.rf.490d2004fb5ec75b931355416b5e905b.jpg,419,516,non-person,253,264,380,486
crop001695_jpg.rf.426b3a7519d0f535918cdbeefc6a3b12.jpg,817,576,person,139,150,198,343
crop001523_jpg.rf.43650282091c7b967491efcc90a029a8.jpg,522,432,person,108,135,151,291
crop001523_jpg.rf.43650282091c7b967491efcc90a029a8.jpg,522,432,non-person,263,227,443,387
crop001003_jpg.rf.4944e88383621c8b7cd02d318916a12d.jpg,851,976,person,292,116,477,711
crop001003_jpg.rf.4944e88383621c8b7cd02d318916a12d.jpg,851,976,person,442,61,659,710
crop001003_jpg.rf.4944e88383621c8b7cd02d318916a12d.jpg,851,976,non-person,697,296,851,839
crop001003_jpg.rf.4944e88383621c8b7cd02d318916a12d.jpg,851,976,non-person,147,9,300,275
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,person,146,142,246,475
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,person,292,181,402,498
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,person,438,138,559,487
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,person,583,127,709,509
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,non-person,231,13,430,161
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,non-person,0,286,188,511
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,non-person,744,427,866,566
crop001064_jpg.rf.424d532853b9198764900b0464d7ad1e.jpg,869,598,non-person,277,494,346,564
crop001524_jpg.rf.494370e07ec70434150e6d1e448df18d.jpg,1003,937,person,578,204,743,759
crop001524_jpg.rf.494370e07ec70434150e6d1e448df18d.jpg,1003,937,non-person,169,183,367,325
person_and_bike_070_jpg.rf.42e83f7ebcf0ac08acef316f6e9c7f42.jpg,640,480,person,237,52,344,411
person_and_bike_070_jpg.rf.42e83f7ebcf0ac08acef316f6e9c7f42.jpg,640,480,non-person,356,72,541,167
person_189_jpg.rf.4244b563b7f993e6b36abd1a92fd3573.jpg,640,480,person,259,120,374,428
person_189_jpg.rf.4244b563b7f993e6b36abd1a92fd3573.jpg,640,480,person,352,131,433,410
person_189_jpg.rf.4244b563b7f993e6b36abd1a92fd3573.jpg,640,480,non-person,58,18,149,234
person_189_jpg.rf.4244b563b7f993e6b36abd1a92fd3573.jpg,640,480,non-person,467,141,584,383
crop001137_jpg.rf.4a5d16ac4698570c2324c56e686a61f3.jpg,513,730,person,224,203,327,605
crop001137_jpg.rf.4a5d16ac4698570c2324c56e686a61f3.jpg,513,730,non-person,142,16,376,182
person_356_jpg.rf.4a8a3a83d91c1e0fb70d62b4f1cfc9d7.jpg,480,640,person,160,119,288,588
crop001835_jpg.rf.4b1c78fdeff692feb363702d4078f141.jpg,774,927,person,215,180,398,779
crop001835_jpg.rf.4b1c78fdeff692feb363702d4078f141.jpg,774,927,person,357,135,516,801
crop001032_jpg.rf.4818cd42da6cfe1444e29248b5a98364.jpg,865,976,person,321,225,528,784
crop001032_jpg.rf.4818cd42da6cfe1444e29248b5a98364.jpg,865,976,non-person,598,255,865,750
crop001032_jpg.rf.4818cd42da6cfe1444e29248b5a98364.jpg,865,976,non-person,165,505,360,815
person_and_bike_033_jpg.rf.48d7b3d44623bea70c6232277174d2b7.jpg,640,480,person,481,109,556,264
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,76,229,116,356
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,113,219,154,356
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,284,228,327,340
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,349,234,389,334
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,451,226,490,322
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,181,229,226,327
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,7,217,47,352
person_378_jpg.rf.4be7434497bfa34eab03a2c5f6e263ca.jpg,640,480,person,491,226,530,318
person_and_bike_162_jpg.rf.3cb57ff07f8979c787aea78deb5ddf64.jpg,640,480,person,229,54,388,430
person_and_bike_162_jpg.rf.3cb57ff07f8979c787aea78deb5ddf64.jpg,640,480,non-person,448,72,626,258
person_130_jpg.rf.4210130ea99c5cfada0851c0566ae2e6.jpg,640,480,person,296,83,393,411
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,person,146,152,314,556
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,person,113,126,160,269
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,person,51,123,106,253
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,non-person,296,33,452,113
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,non-person,41,314,182,598
crop001217_jpg.rf.4bd4612d40b9dafe6e8e224195ba8970.jpg,469,663,non-person,341,125,407,283
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,person,244,161,356,403
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,person,333,144,399,333
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,person,456,157,503,303
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,person,497,150,547,301
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,non-person,140,52,180,212
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,non-person,57,116,97,178
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,non-person,577,148,640,316
person_280_jpg.rf.4c9583b7bc11ccb5032e88f62bdd8a04.jpg,640,480,non-person,456,12,544,152
person_and_bike_160_jpg.rf.4c2d0aef3b024cdb019732079d993239.jpg,640,480,person,263,38,422,468
person_and_bike_160_jpg.rf.4c2d0aef3b024cdb019732079d993239.jpg,640,480,non-person,501,144,626,456
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,person,416,403,545,852
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,person,185,283,383,851
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,person,602,269,658,449
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,person,665,262,713,448
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,person,70,369,147,622
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,non-person,328,21,583,254
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,non-person,37,59,224,250
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,non-person,15,636,146,896
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,non-person,558,475,676,728
crop001635_jpg.rf.4d9aa96bf501900b6430324b7974eb0b.jpg,758,960,non-person,125,92,297,243
crop001665_jpg.rf.4173396e04010e3469f9b7dbff5f0c1c.jpg,1222,923,person,199,291,334,686
crop001539_jpg.rf.4243fa1cdd36e40b65754a2e4fcd7297.jpg,542,463,person,254,155,312,344
crop001539_jpg.rf.4243fa1cdd36e40b65754a2e4fcd7297.jpg,542,463,non-person,388,61,485,177
crop001034_jpg.rf.4ac91acc422d3e20875e40e5cb883a8a.jpg,800,976,person,311,239,474,730
crop001034_jpg.rf.4ac91acc422d3e20875e40e5cb883a8a.jpg,800,976,non-person,497,232,773,619
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,person,768,325,844,604
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,person,563,260,680,806
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,person,497,337,593,798
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,person,337,349,424,740
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,person,151,326,225,627
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,non-person,703,60,902,241
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,non-person,740,633,972,960
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,non-person,132,83,451,298
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,non-person,106,656,330,960
crop001505_jpg.rf.4b97772a320af4a5330efa2ad10d5c6b.jpg,1001,960,non-person,492,68,646,261
person_and_bike_111_jpg.rf.4e0e2b56ec16690fa9cf4cbd54e29cce.jpg,640,480,person,199,15,466,381
person_and_bike_111_jpg.rf.4e0e2b56ec16690fa9cf4cbd54e29cce.jpg,640,480,non-person,491,107,627,365
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,person,219,152,274,321
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,person,263,152,315,331
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,person,346,155,414,324
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,person,408,179,466,335
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,non-person,493,64,589,259
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,non-person,172,58,233,153
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,non-person,89,91,165,257
crop001120_jpg.rf.4cabe6f2cc6e6c9f195ea8d008f4e602.jpg,612,500,non-person,348,1,389,169
person_and_bike_013_jpg.rf.4ee9e903eb93d01c2fdb0bf47601d6e6.jpg,640,480,person,36,143,95,372
person_and_bike_013_jpg.rf.4ee9e903eb93d01c2fdb0bf47601d6e6.jpg,640,480,person,283,130,339,311
person_and_bike_013_jpg.rf.4ee9e903eb93d01c2fdb0bf47601d6e6.jpg,640,480,person,526,151,618,470
crop001640_jpg.rf.4fb1c8215da2217a2084b27beac555bb.jpg,606,960,person,285,164,499,805
crop001640_jpg.rf.4fb1c8215da2217a2084b27beac555bb.jpg,606,960,non-person,12,163,245,832
person_and_bike_148_jpg.rf.400890435337b4ba91e146c8e2cdf683.jpg,640,480,person,151,133,289,468
person_and_bike_148_jpg.rf.400890435337b4ba91e146c8e2cdf683.jpg,640,480,person,365,122,451,400
person_and_bike_148_jpg.rf.400890435337b4ba91e146c8e2cdf683.jpg,640,480,person,493,117,555,321
person_and_bike_148_jpg.rf.400890435337b4ba91e146c8e2cdf683.jpg,640,480,person,554,114,606,261
person_and_bike_148_jpg.rf.400890435337b4ba91e146c8e2cdf683.jpg,640,480,person,306,121,343,222
person_344_jpg.rf.414b5447d6b0d636b245b2b177bbfd11.jpg,640,480,person,72,76,162,365
person_and_bike_088_jpg.rf.4fea4c6da1f5d05e5bfcee3568ff024e.jpg,640,480,person,300,52,442,448
person_and_bike_088_jpg.rf.4fea4c6da1f5d05e5bfcee3568ff024e.jpg,640,480,non-person,491,131,640,418
person_414_jpg.rf.50d2a9b4370c62a667f526ca9ad40753.jpg,640,480,person,273,120,336,306
person_414_jpg.rf.50d2a9b4370c62a667f526ca9ad40753.jpg,640,480,person,104,118,166,302
person_414_jpg.rf.50d2a9b4370c62a667f526ca9ad40753.jpg,640,480,person,480,107,521,224
crop001708_jpg.rf.51d41146a1a88c21a627efeab993dd51.jpg,492,960,person,170,200,321,719
crop001708_jpg.rf.51d41146a1a88c21a627efeab993dd51.jpg,492,960,person,104,189,179,433
crop001701_jpg.rf.5160c325ec81ff4538ed741374e6ce2c.jpg,434,878,person,246,199,374,647
person_064_jpg.rf.51a1f6cd751a53804f15b24974bf27ce.jpg,640,480,person,251,130,356,470
person_064_jpg.rf.51a1f6cd751a53804f15b24974bf27ce.jpg,640,480,non-person,85,110,181,418
person_242_jpg.rf.525e7ac71c50c50514ea0479ba1f492a.jpg,640,480,person,232,92,356,442
person_242_jpg.rf.525e7ac71c50c50514ea0479ba1f492a.jpg,640,480,person,364,49,483,436
person_038_jpg.rf.5221e608df1f091f5e52701a03f6472b.jpg,480,640,person,216,199,345,533
person_038_jpg.rf.5221e608df1f091f5e52701a03f6472b.jpg,480,640,non-person,32,195,153,449
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,person,156,127,295,550
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,person,351,137,407,326
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,person,309,134,369,317
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,person,401,146,453,316
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,non-person,51,238,129,305
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,non-person,356,357,458,611
person_088_jpg.rf.559562185eb8906c3f06d2a8f7001004.jpg,480,640,non-person,311,15,396,106
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,person,282,263,351,470
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,person,195,272,255,476
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,478,365,591,541
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,425,532,583,633
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,78,362,182,495
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,839,385,967,530
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,615,319,789,385
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,90,333,295,408
crop001631_jpg.rf.54fad35c8a8adc42e0a9e8dac628fd88.jpg,975,754,non-person,397,170,585,259
crop001543_jpg.rf.41bbd103c62db843041bb5c64cfa1e7b.jpg,349,355,person,149,136,181,223
crop001543_jpg.rf.41bbd103c62db843041bb5c64cfa1e7b.jpg,349,355,person,288,126,318,187
crop001543_jpg.rf.41bbd103c62db843041bb5c64cfa1e7b.jpg,349,355,non-person,156,16,216,130
crop001543_jpg.rf.41bbd103c62db843041bb5c64cfa1e7b.jpg,349,355,non-person,51,252,150,350
crop001016_jpg.rf.3b7c95c80443e719c9ea97adcb199963.jpg,724,976,person,281,329,425,695
crop001016_jpg.rf.3b7c95c80443e719c9ea97adcb199963.jpg,724,976,non-person,73,234,261,778
crop001231_jpg.rf.530a657dcc1ae5a905cbeb4d5446babf.jpg,521,669,person,195,167,341,476
crop001231_jpg.rf.530a657dcc1ae5a905cbeb4d5446babf.jpg,521,669,non-person,30,109,151,427
crop001557_jpg.rf.50283b213f73ba459d6a13bace0e1c3b.jpg,579,487,person,147,256,196,406
crop001557_jpg.rf.50283b213f73ba459d6a13bace0e1c3b.jpg,579,487,non-person,388,157,525,371
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,person,165,320,265,780
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,person,358,298,450,561
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,person,793,322,855,535
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,person,711,315,762,531
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,non-person,635,732,940,960
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,non-person,498,83,673,304
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,non-person,0,344,133,820
crop001619_jpg.rf.55ac932c0ba992d5c5d6a3f42618443d.jpg,1097,960,non-person,217,836,573,960
crop001241_jpg.rf.574d00dce0ae2894c81d47d4fa592048.jpg,480,584,person,215,156,342,478
crop001241_jpg.rf.574d00dce0ae2894c81d47d4fa592048.jpg,480,584,non-person,69,52,188,248
crop001150_jpg.rf.5705a9f843f8a922ea9ca88474eebcf0.jpg,354,344,person,167,111,203,238
crop001150_jpg.rf.5705a9f843f8a922ea9ca88474eebcf0.jpg,354,344,non-person,1,202,155,344
person_and_bike_064_jpg.rf.57841cd0143134dd84d4b04e8bcdc055.jpg,640,480,person,209,36,421,405
person_and_bike_064_jpg.rf.57841cd0143134dd84d4b04e8bcdc055.jpg,640,480,non-person,6,252,152,480
crop001031_jpg.rf.40646a7d7f4bd4d58b1607accd88be60.jpg,846,976,person,312,249,455,655
crop001031_jpg.rf.40646a7d7f4bd4d58b1607accd88be60.jpg,846,976,non-person,490,227,719,510
crop001031_jpg.rf.40646a7d7f4bd4d58b1607accd88be60.jpg,846,976,non-person,98,3,314,276
crop_000004_jpg.rf.434a62507698a80f870364f6a3b128ad.jpg,408,370,person,140,52,238,346
crop_000004_jpg.rf.434a62507698a80f870364f6a3b128ad.jpg,408,370,non-person,283,82,356,262
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,201,190,251,346
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,478,184,533,333
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,408,191,441,307
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,286,188,326,303
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,130,195,173,321
person_and_bike_129_jpg.rf.5672eb3fa3040ed81735a98ad4fba64e.jpg,640,480,person,348,190,376,260
person_and_bike_181_jpg.rf.588ac05674ecfaab16dff92713572fef.jpg,640,480,person,249,179,326,404
person_and_bike_181_jpg.rf.588ac05674ecfaab16dff92713572fef.jpg,640,480,person,316,183,407,395
person_and_bike_181_jpg.rf.588ac05674ecfaab16dff92713572fef.jpg,640,480,non-person,503,61,594,234
person_and_bike_181_jpg.rf.588ac05674ecfaab16dff92713572fef.jpg,640,480,non-person,70,76,187,172
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,193,175,255,417
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,261,181,313,374
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,371,180,432,367
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,418,158,474,343
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,491,169,557,381
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,person,549,180,604,383
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,non-person,429,16,499,146
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,non-person,684,135,766,361
crop001521_jpg.rf.5a370ed85203e67f1a72d4c06ff7f70a.jpg,769,516,non-person,271,2,376,174
